SiteID,SensorID,SensorName,StartDate,EndDate,DataType,UpperDepth,LowerDepth,Calibrated,Units,TotalDays,IsActive,NumGaps,TotalGapDays,Gapiness,MinimumValue,MaximumValue,MeanValue,StandardDeviation,HarvestDate
opSID_22375,386361,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22375,386366,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22375,386367,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399746,10cm PAW,NA,NA,PAW,10,10,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399735,25cm PAW,NA,NA,PAW,25,25,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399739,35cm PAW,NA,NA,PAW,35,35,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399740,45cm PAW,NA,NA,PAW,45,45,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399741,55cm PAW,NA,NA,PAW,55,55,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399743,75cm PAW,NA,NA,PAW,75,75,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399744,85cm PAW,NA,NA,PAW,85,85,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399745,95cm PAW,NA,NA,PAW,95,95,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,399742,65cm PAW,NA,NA,PAW,65,65,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,343831,Rain,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,1032330,Relative Humidity %,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,1032329,Temperature °C,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,1032331,Wind Speed km/hr,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,1032338,Wind Direction,NA,NA,Wind-Direction,0,0,TRUE,Degrees,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386254,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386255,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386256,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386257,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386258,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386259,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386260,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386261,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386264,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386265,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386266,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386267,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386268,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386269,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386270,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386271,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386273,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386274,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386275,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386276,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386277,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386278,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386279,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386280,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386369,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_22376,386370,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632286,EPS80F01_Temperature,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632278,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632279,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632280,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632281,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632282,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632283,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632284,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632285,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632287,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632288,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632289,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632290,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632291,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632260,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632261,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632262,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632263,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632264,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632265,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632266,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632267,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632292,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632293,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632294,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632296,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_33703,632297,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43114,804817,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43114,804821,Solar Total kJ,NA,NA,Solar-Radiation,0,0,TRUE,Kilojoules,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43114,804823,Wind Speed km/h Avg,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43122,804924,Temp °C,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43122,804927,Rel Humidity %,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43122,804929,Wind Dir,NA,NA,Wind-Direction,0,0,TRUE,Degrees,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43122,804930,Wind Speed km/h,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43122,804934,Pressure hPA,NA,NA,Atmospheric-Pressure,0,0,TRUE,hPa,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43122,804935,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43124,804948,Temp °C,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43124,804951,Rel Humidity %,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43124,804953,Wind Dir,NA,NA,Wind-Direction,0,0,TRUE,Degrees,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43124,804954,Wind Speed km/h,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43124,804958,Pressure hPA,NA,NA,Atmospheric-Pressure,0,0,TRUE,hPa,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43124,804959,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43125,804960,Temp °C,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43125,804963,Rel Humidity %,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43125,804965,Wind Dir,NA,NA,Wind-Direction,0,0,TRUE,Degrees,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43125,804966,Wind Speed km/h,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43125,804970,Pressure hPA,NA,NA,Atmospheric-Pressure,0,0,TRUE,hPa,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43125,804971,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43126,804972,Temp °C,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43126,804975,Rel Humidity %,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43126,804977,Wind Dir,NA,NA,Wind-Direction,0,0,TRUE,Degrees,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43126,804978,Wind Speed km/h,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43126,804982,Pressure hPA,NA,NA,Atmospheric-Pressure,0,0,TRUE,hPa,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43126,804983,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43129,805002,Temp °C,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43129,805005,Rel Humidity %,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43129,805007,Wind Dir,NA,NA,Wind-Direction,0,0,TRUE,Degrees,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43129,805008,Wind Speed km/h,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43129,805012,Pressure hPA,NA,NA,Atmospheric-Pressure,0,0,TRUE,hPa,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43129,805013,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43130,805043,Humidity% Avg,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43130,805046,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43130,805047,Solar Total kJ,NA,NA,Solar-Radiation,0,0,TRUE,Kilojoules,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43130,805048,Wind Speed km/h Avg,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43131,805050,Air Temp Avg,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43131,805056,Humidity% Avg,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43131,805059,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43131,805060,Solar Total kJ,NA,NA,Solar-Radiation,0,0,TRUE,Kilojoules,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43131,807817,Wind Speed km/h Avg,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43139,805154,Air Temp Avg,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43139,805160,Humidity% Avg,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43139,805162,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43139,805163,Solar Total kJ,NA,NA,Solar-Radiation,0,0,TRUE,Kilojoules,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43139,805164,Wind Speed km/h Avg,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43142,805201,Air Temp Avg,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43142,805207,Humidity% Avg,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43142,805210,Rain mm,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43142,805211,Solar Total kJ,NA,NA,Solar-Radiation,0,0,TRUE,Kilojoules,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_43142,807819,Wind Speed km/h Avg,NA,NA,Wind-Speed,0,0,TRUE,km/hr,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,981555,Rain,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985200,Temperature,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985174,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985175,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985176,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985177,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985178,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985179,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985180,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985181,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985192,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985193,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985194,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985195,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985196,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985197,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985198,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985199,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985201,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985202,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985203,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985204,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985205,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985206,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985207,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985208,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,985210,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
