SiteID,SensorID,SensorName,StartDate,EndDate,DataType,UpperDepth,LowerDepth,Calibrated,Units,TotalDays,IsActive,NumGaps,TotalGapDays,Gapiness,MinimumValue,MaximumValue,MeanValue,StandardDeviation,HarvestDate
opSID_53451,985211,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1000116,Wind Speed,NA,NA,Wind-Speed,0,0,TRUE,km/h,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1004202,Wind Direction,NA,NA,Wind-Direction,0,0,TRUE,Degrees,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631910,20-30cm PAW,NA,NA,PAW,20,30,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631911,30-40cm PAW,NA,NA,PAW,30,40,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631912,40-50cm PAW,NA,NA,PAW,40,50,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631913,50-60cm PAW,NA,NA,PAW,50,60,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631914,60-70cm PAW,NA,NA,PAW,60,70,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631915,70-80cm PAW,NA,NA,PAW,70,80,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631916,80-90cm PAW,NA,NA,PAW,80,90,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53451,1631917,90-100cm PAW,NA,NA,PAW,90,100,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,981869,Rain,NA,NA,Rainfall,0,0,TRUE,mm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984957,Temperature,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984931,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984932,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984933,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984934,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984935,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984936,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984937,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984938,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984949,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984950,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984951,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984952,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984953,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984954,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984955,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984956,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984958,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984959,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984960,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984961,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984962,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984963,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984964,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,984965,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,985156,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53459,985157,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984921,Temperature,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984913,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984914,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984915,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984916,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984917,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984918,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984895,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984896,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984897,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984898,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984899,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984900,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984901,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984902,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984919,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984920,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984922,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984923,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984924,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984925,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984926,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984927,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984928,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,984929,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,985153,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53462,985154,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985065,Temperature,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985039,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985040,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985041,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985042,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985043,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985044,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985045,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985046,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985057,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985058,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985059,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985060,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985061,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985062,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985063,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985064,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985066,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985067,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985068,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985069,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985070,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985071,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985072,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985073,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985165,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53463,985166,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985103,Temperature,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985077,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985078,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985079,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985080,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985081,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985082,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985083,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985084,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985095,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985096,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985097,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985098,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985099,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985100,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985101,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985102,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985104,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985105,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985106,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985107,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985108,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985109,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985110,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53464,985111,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985139,Temperature,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985113,Soil Moisture 10 cm,NA,NA,Soil-Moisture,10,10,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985114,Soil Moisture 20 cm,NA,NA,Soil-Moisture,20,20,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985115,Soil Moisture 30 cm,NA,NA,Soil-Moisture,30,30,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985116,Soil Moisture 40 cm,NA,NA,Soil-Moisture,40,40,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985117,Soil Moisture 50 cm,NA,NA,Soil-Moisture,50,50,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985118,Soil Moisture 60 cm,NA,NA,Soil-Moisture,60,60,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985119,Soil Moisture 70 cm,NA,NA,Soil-Moisture,70,70,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985120,Soil Moisture 80 cm,NA,NA,Soil-Moisture,80,80,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985131,Salinity 10 cm,NA,NA,Salinity,10,10,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985132,Salinity 20 cm,NA,NA,Salinity,20,20,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985133,Salinity 30 cm,NA,NA,Salinity,30,30,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985134,Salinity 40 cm,NA,NA,Salinity,40,40,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985135,Salinity 50 cm,NA,NA,Salinity,50,50,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985136,Salinity 60 cm,NA,NA,Salinity,60,60,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985137,Salinity 70 cm,NA,NA,Salinity,70,70,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985138,Salinity 80 cm,NA,NA,Salinity,80,80,TRUE,dS/cm,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985140,Temperature 10 cm,NA,NA,Temperature,10,10,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985141,Temperature 20 cm,NA,NA,Temperature,20,20,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985142,Temperature 30 cm,NA,NA,Temperature,30,30,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985143,Temperature 40 cm,NA,NA,Temperature,40,40,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985144,Temperature 50 cm,NA,NA,Temperature,50,50,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985145,Temperature 60 cm,NA,NA,Temperature,60,60,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985146,Temperature 70 cm,NA,NA,Temperature,70,70,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985147,Temperature 80 cm,NA,NA,Temperature,80,80,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985171,TBSHT01_Humidity,NA,NA,Humidity,0,0,TRUE,Percent,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
opSID_53465,985172,TBSHT01_Temp,NA,NA,Temperature,0,0,TRUE,Degrees-Celcius,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
